Time [s];Velocity [km/h]]];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Heating Power LIN [W];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Heater Voltage [V];Heater Current [A];Ambient Temperature [°C];Ambient Temperature Sensor [°C];Coolant Temperature Heatercore [°C];Requested Coolant Temperature [°C];Coolant Temperature Inlet [°C];Coolant Volume Flow +500 [l/h];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];Temperature Coolant Heater Inlet [°C];Temperature Coolant Heater Outlet [°C];Temperature Heat Exchanger Outlet [°C];Temperature Defrost lateral left [°C];Temperature Defrost lateral right [°C];Temperature Defrost central [°C];Temperature Defrost central left [°C];Temperature Defrost central right [°C];Temperature Footweel Driver [°C];Temperature Footweel Co-Driver [°C];Temperature Feetvent Co-Driver [°C];Temperature Feetvent Driver [°C];Temperature Head Co-Driver [°C];Temperature Head Driver [°C];Temperature Vent right [°C] ;Temperature Vent central right [°C];Temperature Vent central left [°C];Temperature Vent right [°C]
1033.5;26.34;482.53;42.26;9.59;-0.05;0;367;-11.35;2;3;52.6;59.5;8;88;1.02;1000;1000;0;1;370;2.75;-1;-0.56;48;85;47;-0.18;18.5;21.5;45.87;47.53;46.05;25.39;25.27;17.98;20.65;19.78;1.91;3.37;10.38;7.03;14.54;14.92;30.63;32.2;33.69;30.89
1033.6;26.2;482.53;43.58;14.04;-0.12;0;366.45;-14.75;2;3;52.6;59.5;8;88;1.02;1000;1000;0;1;369.51;2.75;-1;-0.56;48;85;47;-0.18;18.5;21.5;45.87;47.53;46.05;25.38;25.27;17.97;20.65;19.78;1.9;3.37;10.37;7.03;14.57;14.91;30.62;32.2;33.68;30.88
1033.7;26.11;482.53;44.51;21.32;-0.01;0;365.82;-18.5;2;3;52.6;59.5;8;88;1.02;1000;1000;0;1;368.51;2.75;-1;-0.56;48;85;47;-0.19;18.5;21.5;45.87;47.53;46.05;25.37;25.27;17.96;20.65;19.78;1.89;3.37;10.37;7.03;14.6;14.9;30.62;32.19;33.67;30.87
1033.8;26.26;482.52;44.88;26.82;0.15;0;364.87;-23.74;2;3;52.6;59.5;8;88;1.01;1000;1000;0;1;367.51;2.75;-1;-0.56;48;85;47;-0.2;18.5;21.5;45.87;47.53;46.05;25.36;25.27;17.95;20.65;19.78;1.88;3.37;10.36;7.03;14.62;14.89;30.61;32.18;33.66;30.86
1033.9;26.34;482.52;44.88;37.59;0.33;0;363.93;-28.76;2;3;52.6;59.5;8;88;1.01;1000;989.67;0;1;366.51;2.75;-1;-0.56;48;85;47;-0.21;18.5;21.5;45.87;47.53;46.05;25.36;25.27;17.94;20.65;19.78;1.89;3.37;10.35;7.03;14.65;14.9;30.6;32.17;33.65;30.87
1034;26.38;482.52;44.88;48.09;0.47;0;363.03;-32.76;2;3;52.6;59.5;8;88;1.01;995.09;969.67;0;1;365.75;2.75;-1;-0.56;48;85;47;-0.21;18.5;21.5;45.87;47.53;46.05;25.36;25.27;17.97;20.65;19.78;1.9;3.35;10.42;7.03;14.67;14.9;30.61;32.18;33.65;30.88
1034.1;26.59;482.51;45.03;50.59;0.39;0;362.21;-36.42;2;3;52.6;59.5;8;88;1.01;985.09;960;0;1;365.25;2.75;-1;-0.56;48;85;47;-0.22;18.5;21.5;45.86;47.53;46.06;25.36;25.27;18;20.65;19.78;1.91;3.33;10.49;7.03;14.7;14.91;30.62;32.19;33.65;30.89
1034.2;26.84;482.51;44.88;51.82;0.48;0;361.71;-38.62;2;3;52.6;59.5;8;88;1;975.09;960;0;1;364.75;2.75;-1;-0.56;48;85;47;-0.23;18.5;21.5;45.85;47.53;46.07;25.36;25.27;18.02;20.65;19.78;1.92;3.31;10.56;7.03;14.73;14.92;30.62;32.2;33.65;30.89
1034.3;27.21;482.51;44.75;56.5;0.71;0;361.23;-40.72;2;3;52.59;59.5;8;88;1;965.09;960;0;1;364.25;2.75;-1;-0.56;48;85;47;-0.21;18.5;21.5;45.84;47.53;46.08;25.36;25.27;18.05;20.65;19.78;1.93;3.3;10.63;7.03;14.75;14.93;30.63;32.2;33.65;30.9
1034.4;27.53;482.5;44.58;59.27;0.47;0;360.88;-42.42;2;3;52.54;59.5;8;88;1;960;960;0;1;363.75;2.75;-1;-0.56;48;85;47;-0.2;18.5;21.5;45.84;47.53;46.08;25.36;25.27;18.07;20.65;19.78;1.93;3.28;10.7;7.03;14.78;14.94;30.64;32.21;33.65;30.91
1034.5;27.91;482.5;44.81;60.45;0.61;0;360.57;-43.98;2;3;52.5;59.5;8;88;1;960;960;0;1;363.25;2.75;-1;-0.56;48;85;47;-0.18;18.5;21.5;45.83;47.53;46.09;25.36;25.27;18.1;20.65;19.78;1.94;3.26;10.77;7.03;14.81;14.95;30.65;32.22;33.65;30.92
1034.6;28.23;482.5;44.75;59.73;0.65;0;360.42;-44.93;2;3;52.5;59.5;8;88;1;960;960;0;1;362.75;2.75;-1;-0.56;48;85;47;-0.17;18.5;21.5;45.82;47.53;46.1;25.36;25.27;18.13;20.65;19.78;1.95;3.24;10.84;7.03;14.83;14.96;30.66;32.23;33.65;30.93
1034.7;28.47;482.49;44.75;61.27;0.62;0;360.28;-45.65;2;3;52.5;59.5;8;88;1;960;960;0;1;362.25;2.75;-1;-0.56;48;85;47;-0.15;18.5;21.5;45.81;47.53;46.11;25.36;25.27;18.15;20.65;19.78;1.96;3.23;10.91;7.03;14.86;14.96;30.67;32.24;33.65;30.94
1034.8;28.71;482.49;44.75;64.77;0.63;0;360.18;-45.4;2;3;52.5;59.5;8;88;1;960;960;0;1;362;2.75;-1;-0.56;48;85;47;-0.14;18.5;21.5;45.8;47.53;46.12;25.36;25.27;18.18;20.65;19.78;1.97;3.21;10.98;7.03;14.88;14.97;30.68;32.25;33.65;30.95
1034.9;29.06;482.49;44.88;60.73;0.59;0;360.09;-45.28;2;3;52.5;59.5;8;88;1;960;960;0;1;362;2.75;-1;-0.56;48;85;47;-0.12;18.5;21.5;45.79;47.53;46.13;25.35;25.27;18.2;20.64;19.78;1.97;3.19;11.05;7.02;14.9;14.98;30.69;32.26;33.65;30.94
1035;29.41;482.48;44.81;60.5;0.58;0;360.04;-45.68;2;3;52.5;59.5;8;88;1;960;960;0;1;362;2.75;-1;-0.56;48;85;47;-0.1;18.5;21.5;45.79;47.53;46.13;25.33;25.26;18.2;20.63;19.78;1.97;3.16;11.18;7.02;14.9;14.99;30.69;32.27;33.65;30.93
1035.1;29.8;482.48;44.49;59.45;0.68;0;359.98;-46.06;2;3;52.5;59.5;8;88;1;960;960;0;1;362;2.75;-1;-0.56;48;85;47;-0.09;18.5;21.5;45.79;47.52;46.13;25.31;25.24;18.19;20.62;19.78;1.97;3.12;11.3;7.01;14.91;15;30.7;32.27;33.65;30.92
1035.2;30.04;482.48;43.95;61.73;0.6;0;359.88;-46.36;2;3;52.5;59.5;8;88;1;960;960;0;1;362;2.75;-1;-0.56;48;85;47;-0.08;18.5;21.5;45.79;47.51;46.13;25.29;25.22;18.18;20.61;19.78;1.97;3.09;11.42;7;14.92;15.01;30.71;32.28;33.65;30.91
1035.3;30.23;482.47;44.1;60;0.6;0;359.85;-46.4;2;3;52.5;59.5;8;88;1;960;960;0;1;362;2.75;-1;-0.56;48;85;47;-0.1;18.5;21.5;45.79;47.5;46.13;25.28;25.2;18.17;20.61;19.78;1.97;3.05;11.54;6.99;14.93;15.02;30.72;32.29;33.65;30.91
1035.4;30.57;482.47;44.1;55.73;0.55;0;360.1;-45.35;2;3;52.5;59.5;8;88;1;960;960;0;1;362;2.75;-1;-0.56;48;85;47;-0.13;18.5;21.5;45.79;47.49;46.13;25.26;25.19;18.16;20.6;19.78;1.97;3.02;11.66;6.98;14.94;15.03;30.73;32.3;33.65;30.9
1035.5;30.89;482.47;43.55;55;0.68;0;360.34;-44.07;2;3;52.5;59.5;8;88;1;960;960;0;1;362;2.75;-1;-0.56;48;85;47;-0.15;18.5;21.5;45.79;47.49;46.13;25.24;25.17;18.15;20.59;19.78;1.97;2.98;11.79;6.97;14.95;15.03;30.74;32.31;33.65;30.89
1035.6;31.27;482.46;41.71;54.73;0.64;0;360.54;-41.82;2;3;52.5;59.5;8;88;1;960;960;0;1;362.49;2.75;-1;-0.56;48;85;47;-0.17;18.5;21.5;45.79;47.48;46.13;25.22;25.15;18.14;20.58;19.78;1.97;2.95;11.91;6.96;14.96;15.04;30.75;32.32;33.65;30.88
1035.7;31.62;482.46;41.33;49.5;0.48;0;360.82;-39.4;2;3;52.5;59.5;8;88;1;960;960;0;1;363.49;2.75;-1;-0.56;48;85;47;-0.19;18.5;21.5;45.79;47.47;46.13;25.21;25.13;18.13;20.57;19.78;1.97;2.91;12.03;6.95;14.96;15.05;30.76;32.33;33.65;30.87
1035.8;31.91;482.46;41.08;43.18;0.52;0;361.47;-36.25;2;3;52.5;59.5;8;88;1;960;960;0;1;364.24;2.75;-1;-0.56;48;85;47;-0.22;18.5;21.5;45.79;47.46;46.13;25.19;25.12;18.13;20.56;19.78;1.97;2.88;12.15;6.95;14.97;15.06;30.76;32.34;33.65;30.86
1035.9;31.98;482.45;40.68;39.23;0.3;0;362.1;-33.13;2;3;52.5;59.5;8;88;1;960;960;0;1;364.74;2.75;-1;-0.56;48;85;47;-0.24;18.5;21.5;45.79;47.45;46.13;25.18;25.1;18.12;20.57;19.78;1.98;2.84;12.27;6.94;14.97;15.06;30.77;32.34;33.65;30.86
1036;32.13;482.45;40.61;36.23;0.27;0;362.65;-30.13;2;3;52.5;59.5;8;88;1;960;960;0;1;365.24;2.75;-1;-0.56;48;85;47;-0.26;18.5;21.5;45.78;47.44;46.13;25.17;25.09;18.08;20.58;19.78;1.99;2.82;12.33;6.93;14.96;15.06;30.77;32.34;33.64;30.86
1036.1;32.31;482.45;39.75;32;0.21;0;363.16;-27.41;2;3;52.5;59.5;8;88;1;960;960;0;1;365.74;2.75;-1;-0.56;48;85;47;-0.29;18.5;21.5;45.77;47.44;46.12;25.16;25.08;18.05;20.59;19.78;1.99;2.79;12.39;6.92;14.95;15.06;30.77;32.34;33.64;30.86
1036.2;32.43;482.44;38.6;28.73;0.19;0;363.46;-25.86;2;3;52.5;59.5;8;88;1;960;960;0;1;366;2.75;-1;-0.56;48;85;47;-0.31;18.5;21.5;45.77;47.44;46.11;25.15;25.07;18.01;20.59;19.78;2;2.76;12.46;6.91;14.94;15.06;30.77;32.34;33.63;30.86
1036.3;32.59;482.44;37.82;26.18;0.09;0;363.76;-24.26;2;3;52.5;59.5;8;88;1;960;960;0;1;366;2.75;-1;-0.56;48;85;47;-0.31;18.5;21.5;45.76;47.44;46.11;25.14;25.06;17.98;20.6;19.78;2.01;2.74;12.52;6.9;14.93;15.06;30.77;32.34;33.62;30.86
1036.4;32.68;482.44;37.45;23.09;0.37;0;364.06;-22.46;2;3;52.5;59.5;8;88;1;960;960;0;1;366.24;2.69;-1;-0.56;48;85;47;-0.32;18.5;21.5;45.75;47.44;46.1;25.14;25.06;17.94;20.61;19.78;2.02;2.71;12.58;6.89;14.92;15.06;30.77;32.34;33.61;30.86
1036.5;32.8;482.43;37.04;22.41;0.18;0;364.34;-20.91;2;3;52.5;59.5;8;88;1;960;960;0;1;366.74;2.56;-1;-0.56;48;85;47;-0.33;18.5;21.5;45.74;47.44;46.09;25.13;25.05;17.91;20.62;19.78;2.03;2.68;12.64;6.89;14.92;15.06;30.77;32.34;33.6;30.86
1036.6;32.84;482.43;35.73;19.95;-0.02;0;364.54;-20.4;2;3;52.5;59.5;8;88;1;960;960;0;1;367.24;2.5;-1;-0.56;48;85;47;-0.34;18.5;21.5;45.73;47.44;46.08;25.12;25.04;17.87;20.63;19.78;2.04;2.66;12.7;6.88;14.91;15.06;30.77;32.34;33.59;30.86
1036.7;32.85;482.43;33.62;20.18;0.06;0;364.8;-19.44;2;3;52.5;59.5;8;88;1;960;960;0;1;367.74;2.5;-1;-0.56;48;85;47;-0.34;18.5;21.5;45.72;47.44;46.07;25.11;25.03;17.84;20.64;19.78;2.05;2.63;12.76;6.87;14.9;15.06;30.77;32.34;33.58;30.86
1036.8;32.89;482.42;31.38;16.68;0.06;0;365.3;-16.49;2;3;52.5;59.5;8;88;1;960;960;0;1;368;2.5;-1;-0.56;48;85;47;-0.35;18.5;21.5;45.71;47.44;46.06;25.1;25.02;17.8;20.65;19.78;2.06;2.61;12.82;6.86;14.89;15.06;30.77;32.34;33.57;30.86
1036.9;32.92;482.42;29.21;13.23;0.04;0;365.78;-13.78;2;3;52.5;59.5;8;88;1;960;960;0;1;368;2.5;-1;-0.56;48;85;47;-0.36;18.5;21.5;45.7;47.44;46.05;25.12;25.01;17.77;20.64;19.78;2.06;2.58;12.88;6.96;14.88;15.06;30.77;32.34;33.57;30.86
1037;32.88;482.42;28.45;10.91;0.01;0;366.18;-12.08;2;3;52.5;59.5;8;88;1;960;960;0;1;368.24;2.5;-1;-0.56;48;85;47;-0.37;18.5;21.5;45.7;47.44;46.05;25.15;25.01;17.76;20.63;19.78;2.06;2.58;12.79;7.07;14.87;15.06;30.78;32.35;33.57;30.86
1037.1;32.8;482.41;28.45;7.91;0;0;366.55;-10.39;2;3;52.5;59.5;8;88;1;960;960;0;1;368.74;2.5;-1;-0.56;48;85;47;-0.37;18.5;21.5;45.7;47.44;46.04;25.17;25.01;17.75;20.62;19.78;2.06;2.58;12.7;7.18;14.86;15.06;30.79;32.36;33.57;30.86
1037.2;32.82;482.41;28.6;6.54;-0.11;0;366.8;-8.74;2;3;52.5;59.5;8;88;1;964.89;960;0;1;369.24;2.56;-1;-0.56;48;85;47;-0.38;18.5;21.5;45.7;47.44;46.03;25.2;25.01;17.74;20.61;19.78;2.06;2.58;12.61;7.3;14.85;15.06;30.8;32.37;33.57;30.86
1037.3;32.78;482.41;28.06;3.73;-0.05;0;367.04;-7.35;2;3;52.5;59.5;8;88;1;974.89;960;0;1;369.74;2.69;-1;-0.56;48;85;47;-0.37;18.5;21.5;45.7;47.44;46.02;25.23;25.01;17.73;20.61;19.78;2.06;2.58;12.53;7.41;14.85;15.06;30.81;32.38;33.57;30.86
1037.4;32.69;482.4;26.42;3.46;-0.05;0;367.24;-7.1;2;3;52.5;59.5;8;88;0.92;975.11;960;0;1;370;2.69;-1;-0.56;48;85;47;-0.37;18.5;21.5;45.7;47.44;46.01;25.25;25.01;17.72;20.6;19.78;2.06;2.58;12.44;7.52;14.84;15.06;30.82;32.39;33.57;30.86
1037.5;32.63;482.4;25.65;2.04;-0.11;0;367.49;-6.22;2;3;52.5;59.5;8;88;0.93;965.11;960;0;1;370;2.56;-1;-0.56;48;85;47;-0.36;18.5;21.5;45.7;47.44;46;25.28;25.01;17.72;20.59;19.78;2.06;2.58;12.35;7.64;14.83;15.06;30.83;32.4;33.57;30.86
1037.6;32.61;482.4;25.42;-1.96;-0.21;0;367.94;-2.62;2;3;52.5;59.5;8;88;0.93;960;960;0;1;370.49;2.5;-1;-0.56;48;85;47;-0.35;18.5;21.5;45.7;47.44;45.99;25.31;25.01;17.71;20.58;19.78;2.06;2.58;12.26;7.75;14.82;15.06;30.83;32.41;33.57;30.86
1037.7;32.4;482.39;24.24;-7.36;-0.33;0;368.38;0.4;2;3;52.5;59.5;8;88;0.94;960;960;0;1;371.49;2.5;-1;-0.56;48;85;47;-0.34;18.5;21.5;45.7;47.44;45.98;25.33;25.01;17.7;20.57;19.78;2.06;2.58;12.18;7.86;14.81;15.06;30.84;32.41;33.57;30.86
1037.8;32.26;482.39;22.7;-10;-0.39;0;368.78;0.9;2;3;52.5;59.5;8;88;0.94;955.14;960;0;1;372;2.5;-1;-0.56;48;85;47;-0.33;18.5;21.5;45.7;47.44;45.98;25.36;25.01;17.69;20.56;19.78;2.06;2.58;12.09;7.98;14.8;15.06;30.85;32.42;33.57;30.86
1037.9;32.11;482.39;21.07;-9;-0.36;0;369.18;1.85;2;3;52.5;59.5;8;88;0.95;945.19;970.08;0;1;372;2.5;-1;-0.56;48;85;47;-0.33;18.5;21.5;45.7;47.44;45.97;25.4;25.01;17.68;20.56;19.77;2.06;2.58;12;8.15;14.8;15.06;30.86;32.43;33.57;30.86
1038;31.93;482.38;20.55;-12.54;-0.5;0;369.58;4.75;2;3;52.5;59.5;8;88;0.95;944.78;990.07;0;1;372.24;2.5;-1;-0.56;48;85;47;-0.32;18.5;21.5;45.7;47.44;45.96;25.44;24.98;17.66;20.56;19.77;2.07;2.57;11.9;8.33;14.8;15.06;30.85;32.43;33.58;30.86
1038.1;31.76;482.38;19.98;-16.04;-0.42;0;369.96;7.29;2;3;52.5;59.5;8;88;0.96;954.78;1000;0;1;372.74;2.5;-1;-0.56;48;85;47;-0.31;18.5;21.5;45.7;47.43;45.96;25.49;24.94;17.64;20.56;19.76;2.08;2.56;11.79;8.52;14.8;15.06;30.84;32.43;33.58;30.86
1038.2;31.53;482.38;19.69;-17.77;-0.56;0;370.26;8.29;2;3;52.5;59.5;8;88;0.96;969.56;1000;0;1;373;2.56;-1;-0.56;48;85;47;-0.3;18.5;21.5;45.7;47.42;45.96;25.53;24.91;17.63;20.56;19.75;2.09;2.55;11.69;8.7;14.8;15.06;30.83;32.43;33.59;30.86
1038.3;31.27;482.37;18.43;-21.31;-0.69;0;370.6;9.77;2;3;52.5;59.5;8;88;0.97;989.56;1000;0;1;373;2.68;-1;-0.56;48;85;47;-0.29;18.5;21.5;45.7;47.42;45.96;25.57;24.87;17.61;20.56;19.74;2.1;2.55;11.58;8.88;14.8;15.06;30.82;32.43;33.6;30.86
1038.4;30.96;482.37;14.43;-25.04;-0.63;0;371.15;13.27;2;3;52.5;59.5;8;88;0.98;1000;1000;0;1;373.48;2.75;-1;-0.56;48;85;47;-0.27;18.5;21.5;45.7;47.41;45.96;25.62;24.84;17.59;20.56;19.73;2.11;2.54;11.48;9.07;14.8;15.06;30.82;32.43;33.61;30.86
1038.5;30.72;482.37;8;-31.77;-0.84;0;371.86;17.47;2;3;52.5;59.5;8;88;0.98;1000;1000;0;1;374.48;2.75;-1;-0.56;48;85;47;-0.26;18.5;21.5;45.7;47.4;45.96;25.66;24.8;17.58;20.56;19.72;2.12;2.53;11.37;9.25;14.8;15.06;30.81;32.43;33.62;30.86
1038.6;30.3;482.36;5.26;-44.44;-1.06;0;373.21;24.67;2;3;52.5;59.5;8;88;0.99;1000;1000;0;1;375.72;2.75;-1;-0.56;48;85;47;-0.24;18.5;21.5;45.7;47.39;45.96;25.7;24.77;17.56;20.56;19.71;2.13;2.52;11.27;9.43;14.8;15.06;30.8;32.43;33.63;30.86
1038.7;29.84;482.36;5.2;-58.17;-1.42;0.54;374.45;31.13;2;3;52.5;59.5;8;88;1;1000;1000;0;1;377.22;2.75;-1;-0.56;48;85;47;-0.23;18.5;21.5;45.7;47.38;45.96;25.75;24.73;17.54;20.56;19.71;2.13;2.51;11.16;9.62;14.8;15.06;30.79;32.43;33.64;30.86
1038.8;29.29;482.36;5.2;-72.13;-1.57;1;375.25;34.43;2;3;52.5;59.5;8;88;1;1000;1000;0;1;378;2.75;-1;-0.56;48;85;47;-0.21;18.5;21.5;45.7;47.37;45.96;25.79;24.7;17.52;20.56;19.7;2.14;2.5;11.06;9.8;14.8;15.06;30.78;32.43;33.64;30.86
1038.9;28.73;482.35;5.05;-72.18;-1.54;1;375.87;36.85;2;3;52.5;59.5;8;88;1.01;1000;1000;0;1;378;2.75;-1;-0.56;48;85;47;-0.2;18.5;21.5;45.7;47.36;45.96;25.81;24.66;17.51;20.56;19.69;2.14;2.49;10.96;9.83;14.76;15.06;30.77;32.43;33.65;30.86
1039;28.17;482.35;4.55;-68.73;-1.48;1;375.72;35.55;2;3;52.5;59.5;8;88;1.02;1004.78;1000;0;1;378;2.75;-1;-0.56;48;85;47;-0.18;18.5;21.5;45.7;47.36;45.96;25.81;24.64;17.51;20.56;19.7;2.14;2.48;10.91;9.83;14.72;15.06;30.75;32.4;33.63;30.86
1039.1;27.58;482.35;4.55;-71.5;-1.54;1;375.57;34.4;2;3;52.5;59.5;8;88;1.02;1014.78;1000;0;1;378;2.75;-1;-0.56;48;85;47;-0.17;18.5;21.5;45.7;47.36;45.96;25.82;24.63;17.51;20.56;19.71;2.14;2.48;10.85;9.83;14.68;15.06;30.74;32.38;33.62;30.86
1039.2;26.99;482.34;4.17;-71;-1.48;1;375.42;33.85;2;3;52.5;59.5;8;88;1.03;1015.22;1000;0;1;378;2.75;-1;-0.56;48;85;47;-0.15;18.5;21.5;45.7;47.36;45.96;25.83;24.61;17.51;20.56;19.71;2.14;2.47;10.8;9.83;14.63;15.06;30.72;32.35;33.6;30.86
1039.3;26.37;482.34;3.72;-71.55;-1.55;1;375.31;33.32;2;3;52.5;59.5;8;88;1.04;1005.22;1000;0;1;378;2.75;-1;-0.56;48;85;47;-0.15;18.5;21.5;45.7;47.36;45.96;25.84;24.59;17.51;20.56;19.72;2.14;2.46;10.75;9.83;14.59;15.06;30.7;32.33;33.58;30.86
1039.4;25.79;482.34;3.63;-74.23;-1.63;1;375.36;32.92;2;3;52.5;59.5;8;88;1.04;1000;1000;0;1;378;2.75;-1;-0.56;48;85;47;-0.15;18.5;21.5;45.7;47.36;45.96;25.85;24.58;17.51;20.56;19.73;2.14;2.45;10.7;9.83;14.54;15.06;30.68;32.3;33.57;30.86
1039.5;25.23;482.33;3.08;-74;-1.51;1;375.38;32.59;2;3;52.5;59.5;8;88;1.04;1000;1000;0;1;378;2.75;-1;-0.56;48;85;47;-0.15;18.5;21.5;45.7;47.36;45.96;25.86;24.56;17.51;20.56;19.74;2.14;2.44;10.64;9.83;14.5;15.06;30.67;32.27;33.55;30.86
1039.6;24.68;482.33;2.06;-75;-1.52;1;375.28;32.54;2;3;52.5;59.5;8;88;1.04;1000;1000;0;1;378;2.75;-1;-0.56;48;85;47;-0.15;18.5;21.5;45.7;47.36;45.96;25.87;24.54;17.51;20.56;19.75;2.14;2.43;10.59;9.83;14.46;15.06;30.65;32.25;33.53;30.86
1039.7;24.03;482.33;0;-77.77;-1.71;1;375.24;32.56;2;3;52.5;59.5;8;88;1.04;1000;1000;0;1;378;2.75;-1;-0.56;48;85;47;-0.15;18.5;21.5;45.7;47.36;45.96;25.88;24.52;17.51;20.56;19.76;2.14;2.42;10.54;9.83;14.41;15.06;30.63;32.22;33.51;30.86
1039.8;23.43;482.32;0;-83.57;-1.8;1;375.44;32.86;2;3;52.5;59.5;8;88;1.04;1000;1000;0;1;378;2.75;-1;-0.56;48;85;47;-0.15;18.5;21.5;45.7;47.36;45.96;25.88;24.51;17.51;20.56;19.77;2.14;2.41;10.49;9.83;14.37;15.06;30.61;32.19;33.5;30.86
1039.9;22.81;482.32;0;-85.54;-1.74;1;375.56;32.94;2;3;52.5;59.5;8;88;1.04;1000;1000;0;1;378;2.75;-1;-0.55;48;85;47;-0.15;18.5;21.5;45.7;47.36;45.96;25.89;24.49;17.51;20.56;19.77;2.14;2.41;10.43;9.8;14.34;15.08;30.6;32.17;33.48;30.82
1040;22.21;482.32;0;-85.46;-1.77;1;375.36;32.09;2;3;52.5;59.5;8;88;1.04;1000;1000;0;1;378;2.75;-1;-0.55;48;85;47;-0.15;18.5;21.5;45.7;47.36;45.96;25.9;24.5;17.52;20.56;19.77;2.14;2.4;10.4;9.76;14.32;15.11;30.54;32.12;33.42;30.76
1040.1;21.73;482.31;0;-84.23;-1.68;1;375.16;31.17;2;3;52.5;59.5;8;88;1.04;1000;1000;0;1;378;2.75;-1;-0.54;48;85;47;-0.15;18.5;21.5;45.69;47.36;45.96;25.91;24.51;17.52;20.56;19.76;2.14;2.39;10.36;9.73;14.29;15.14;30.49;32.08;33.37;30.71
1040.2;21.23;482.31;0;-83.73;-1.73;1;374.96;29.97;2;3;52.5;59.5;8;88;1.04;1000;1000;0;1;378;2.75;-1;-0.53;48;85;47;-0.15;18.5;21.5;45.68;47.36;45.96;25.92;24.52;17.53;20.56;19.75;2.14;2.38;10.33;9.69;14.26;15.16;30.44;32.04;33.32;30.66
1040.3;20.61;482.31;0;-83.76;-1.83;1;374.77;28.82;2;3;52.5;59.5;8;88;1.04;1000;1000;0;1;378;2.75;-1;-0.52;48;85;47;-0.17;18.5;21.5;45.67;47.36;45.96;25.93;24.52;17.54;20.56;19.74;2.14;2.37;10.29;9.66;14.24;15.19;30.39;31.99;33.27;30.61
1040.4;20.07;482.3;0;-83.75;-1.74;1;374.62;27.87;2;3;52.5;59.5;8;88;1.04;1000;1000;0;1;377.76;2.75;-1;-0.51;48;85;47;-0.19;18.5;21.5;45.66;47.36;45.96;25.94;24.53;17.55;20.56;19.73;2.14;2.36;10.26;9.62;14.21;15.22;30.33;31.95;33.21;30.55
1040.5;19.5;482.3;0;-84;-1.76;1;374.47;26.88;2;3;52.5;59.5;8;88;1.04;1000;1000;0;1;377.26;2.75;-1;-0.5;48;85;47;-0.2;18.5;21.5;45.65;47.36;45.96;25.94;24.54;17.56;20.56;19.72;2.14;2.35;10.23;9.59;14.18;15.24;30.28;31.91;33.16;30.5
1040.6;18.92;482.3;0;-83.25;-1.69;1;374.32;25.73;2;3;52.5;59.5;8;88;1.04;1000;1000;0;1;377;2.75;-1;-0.49;48;85;47;-0.22;18.5;21.5;45.64;47.36;45.96;25.95;24.55;17.57;20.56;19.71;2.14;2.34;10.19;9.55;14.16;15.27;30.23;31.86;33.11;30.45
1040.7;18.29;482.29;0;-83.5;-1.6;1;374.15;24.65;2;3;52.5;59.5;8;88;1.04;1000;1000;0;1;377;2.75;-1;-0.48;48;85;47;-0.23;18.5;21.5;45.63;47.36;45.96;25.96;24.56;17.58;20.56;19.71;2.14;2.34;10.16;9.52;14.13;15.29;30.18;31.82;33.06;30.4
1040.8;17.73;482.29;0;-83.5;-1.65;1;373.9;23.85;2;3;52.5;59.5;8;88;1.04;1000;1000;0;1;377;2.75;-1;-0.48;48;85;47;-0.25;18.5;21.5;45.63;47.36;45.96;25.97;24.57;17.59;20.56;19.7;2.14;2.33;10.12;9.48;14.11;15.32;30.12;31.77;33;30.34
1040.9;17.16;482.29;0;-83.75;-1.67;1;373.68;23.02;2;3;52.5;59.5;8;88;1.04;1000;1000;0;1;377;2.75;-1;-0.47;48;85;47;-0.26;18.5;21.5;45.62;47.36;45.96;25.96;24.58;17.59;20.56;19.69;2.15;2.32;10.09;9.48;14.09;15.36;30.07;31.73;32.95;30.31
1041;16.58;482.28;0;-84;-1.76;1;373.58;22.07;2;3;52.5;59.5;8;88;1.04;1000;1000;0;1;376.76;2.75;-1;-0.47;48;85;47;-0.28;18.5;21.5;45.61;47.36;45.96;25.94;24.59;17.6;20.56;19.69;2.16;2.3;10.05;9.48;14.09;15.4;30.04;31.71;32.94;30.29
1041.1;16.01;482.28;0;-83.5;-1.81;1;373.45;21.09;2;3;52.5;59.5;8;88;1.04;1000;1000;0;1;376.26;2.75;-1;-0.47;48;85;47;-0.29;18.5;21.5;45.61;47.36;45.97;25.92;24.59;17.61;20.56;19.69;2.17;2.28;10.02;9.48;14.08;15.45;30;31.7;32.92;30.26
1041.2;15.5;482.28;0;-84;-1.73;1;373.2;19.99;2;3;52.5;59.5;8;88;1.04;995.24;1000;0;1;376;2.75;-1;-0.47;48;85;47;-0.31;18.5;21.5;45.61;47.36;45.98;25.91;24.6;17.62;20.56;19.69;2.18;2.27;9.98;9.48;14.07;15.49;29.97;31.68;32.9;30.24
