Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Ambient Temperature [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C]
1229.8;63.82;534.64;50.63;59;0.67;0;371.13;-83.1;20;20;65.7;72;8;89.5;0;0;0.44;0;23.5;5;23.34
1229.9;64.07;534.64;50.3;57.5;0.77;0;371.18;-82.4;20;20;65.7;72;8;89.5;0;0;0.44;0;23.5;5;23.34
1230;64.37;534.64;50.15;56.58;0.75;0;371.23;-81.37;20;20;65.7;72;8;89.5;0;0;0.44;0;23.5;5;23.34
1230.1;64.65;534.64;50;55.85;0.65;0;371.28;-80.07;20;20;65.7;72;8;89.5;0;0;0.44;0;23.5;5;23.34
1230.2;64.93;534.64;49.57;54.92;0.65;0;371.38;-78.54;20;20;65.7;72;8;89.5;0;0;0.44;0;23.5;5;23.34
1230.3;65.22;534.64;49.23;52.92;0.8;0;371.53;-76.84;20;20;65.7;72;8;89.5;0;0;0.44;0;23.5;5;23.34
1230.4;65.55;534.64;49.23;52.35;0.81;0;371.63;-75.48;20;20;65.7;72;8;89.5;0;0;0.44;0;23.5;5;23.34
1230.5;65.81;534.64;49.2;51.5;0.51;0;371.68;-74.38;20;20;65.7;72;8;89.5;0;0;0.44;0;23.5;5;23.34
1230.6;66.05;534.64;48.93;51.62;0.76;0;371.73;-73.7;20;20;65.7;72;8;89.5;0;0;0.44;0;23.5;5;23.34
1230.7;66.27;534.64;48.93;49.7;0.73;0;371.78;-73.35;20;20;65.7;72;8;89.5;0;0;0.43;0;23.5;5;23.34
1230.8;66.52;534.64;48.93;47.8;0.65;0;371.88;-72.04;20;20;65.7;72;8;89.5;0;0;0.43;0;23.5;5;23.34
1230.9;66.68;534.64;48.65;46.92;0.57;0;372.03;-69.99;20;20;65.67;72;8;89.5;0;0;0.42;0;23.5;5;23.34
1231;66.93;534.64;47.42;45.92;0.53;0;372.21;-67.66;20;20;65.62;72;8;89.5;0;0;0.42;0;23.5;5;23.34
1231.1;67.17;534.64;45.9;44.15;0.44;0;372.41;-65.11;20;20;65.6;72;8;89.5;0;0;0.41;0;23.5;5;23.34
1231.2;67.34;534.64;43.42;41.65;0.48;0;372.87;-59.51;20;20;65.6;72;8;89.5;0;0;0.41;0;23.5;5;23.34
1231.3;67.48;534.64;41.83;35.58;0.37;0;373.52;-51.56;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1231.4;67.6;534.64;38.9;29.38;0.16;0;374.2;-43.63;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1231.5;67.7;534.64;37.15;24.23;0.2;0;374.9;-35.73;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1231.6;67.73;534.63;37.3;20.42;0.07;0;375.37;-30.38;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1231.7;67.78;534.63;37.55;18.65;0.1;0;375.67;-26.98;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1231.8;67.79;534.63;38.9;15.08;0.15;0;375.88;-24.57;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1231.9;67.82;534.63;40.82;14.15;0.08;0;376.03;-22.92;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1232;67.79;534.63;41.3;12.15;0.11;0;376.18;-21.44;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1232.1;67.78;534.63;42.07;11.65;0.02;0;376.33;-20.09;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1232.2;67.84;534.63;42.25;11.5;0.01;0;376.37;-20.04;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1232.3;67.76;534.63;42.1;12.1;0.08;0;376.32;-20.99;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1232.4;67.78;534.63;42.25;12.5;-0.05;0;376.3;-21.49;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1232.5;67.88;534.63;42.37;12.4;0.16;0;376.3;-21.64;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1232.6;67.87;534.63;42.25;12.6;0.09;0;376.33;-21.39;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1232.7;67.8;534.63;42.22;13;-0.13;0;376.38;-20.84;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1232.8;67.84;534.63;42.58;12.4;-0.1;0;376.37;-21.09;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1232.9;67.89;534.63;42.4;13.87;-0.07;0;376.32;-21.94;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1233;67.93;534.63;42.25;13.5;-0.08;0;376.3;-22.13;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1233.1;67.92;534.63;42.25;12;-0.02;0;376.3;-21.83;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1233.2;68.05;534.63;42.25;12.25;0;0;376.33;-21.56;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1233.3;67.99;534.63;42.1;12.63;-0.05;0;376.38;-21.31;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1233.4;67.98;534.63;41.65;12.5;0.04;0;376.49;-20.31;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1233.5;68.05;534.63;40.76;12;0.01;0;376.64;-18.76;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1233.6;67.98;534.63;38.34;10.5;-0.01;0;376.76;-17.13;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1233.7;68.03;534.63;36.98;8.63;-0.04;0;376.86;-15.43;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1233.8;67.98;534.63;37.09;7.12;-0.07;0;376.96;-14.27;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1233.9;67.96;534.63;36.98;6.88;0.02;0;377.06;-13.52;20;20;65.6;72;8;89.5;0;0;0.4;0;23.5;5;23.34
1234;67.91;534.63;36.41;6.63;-0.1;0;377.19;-12.23;20;20;65.6;72;8;89.5;0;0;0.39;0;23.5;5;23.34
1234.1;67.86;534.63;36.2;5.12;-0.26;0;377.34;-10.53;20;20;65.6;72;8;89.5;0;0;0.39;0;23.5;5;23.34
1234.2;67.83;534.63;35.2;4.12;-0.21;0;377.46;-9.37;20;20;65.6;72;8;89.5;0;0;0.39;0;23.5;5;23.34
1234.3;67.72;534.63;33.3;4;-0.18;0;377.56;-8.62;20;20;65.6;72;8;89.5;0;0;0.39;0;23.5;5;23.34
1234.4;67.76;534.63;32.18;3.5;-0.13;0;377.69;-7.27;20;20;65.6;72;8;89.5;0;0;0.38;0;23.5;5;23.34
1234.5;67.73;534.62;32.21;1.5;-0.11;0;377.84;-5.47;20;20;65.6;72;8;89.5;0;0;0.38;0;23.5;5;23.34
1234.6;67.65;534.62;31.74;1;-0.14;0;377.93;-4.5;20;20;65.6;72;8;89.5;0;0;0.38;0;23.5;5;23.34
1234.7;67.6;534.62;31.03;0.5;-0.24;0;377.98;-4.15;20;20;65.6;72;8;89.5;0;0;0.38;0;23.5;5;23.34
1234.8;67.55;534.62;30.26;0.15;-0.29;0;378.06;-3.31;20;20;65.6;72;8;89.5;0;0;0.37;0;23.5;5;23.34
1234.9;67.48;534.62;29.53;0;-0.16;0;378.16;-2.11;20;20;65.6;72;8;89.5;0;0;0.37;0;23.5;5;23.34
1235;67.4;534.62;29.53;-0.6;-0.08;0;378.23;-1.57;20;20;65.6;72;8;89.5;0;0;0.37;0;23.5;5;23.34
1235.1;67.32;534.62;29.53;0;-0.13;0;378.28;-1.52;20;20;65.6;72;8;89.5;0;0;0.37;0;23.5;5;23.34
1235.2;67.22;534.62;29.53;0;-0.12;0;378.3;-1.41;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1235.3;67.17;534.62;29.63;0;-0.16;0;378.3;-1.26;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1235.4;67.07;534.62;29.8;0;-0.14;0;378.3;-1.43;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1235.5;67.01;534.62;30.26;0;-0.18;0;378.3;-1.83;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1235.6;66.94;534.62;30.3;0;-0.21;0;378.3;-1.94;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1235.7;66.87;534.62;30.18;0;-0.23;0;378.3;-1.84;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1235.8;66.8;534.62;30.3;0;-0.26;0;378.33;-1.83;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1235.9;66.71;534.62;30.57;0;-0.29;0;378.38;-1.88;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1236;66.69;534.62;31.25;0.35;-0.17;0;378.34;-2.5;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1236.1;66.59;534.62;31.6;0.3;-0.18;0;378.24;-3.55;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1236.2;66.52;534.62;32.38;0;-0.15;0;378.14;-4.63;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1236.3;66.47;534.62;33.98;1.65;-0.14;0;378.04;-5.73;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1236.4;66.35;534.62;34.26;1;-0.18;0;377.94;-7.2;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1236.5;66.36;534.62;34.2;3.64;-0.11;0;377.84;-8.95;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1236.6;66.33;534.62;34.03;3.2;0;0;377.86;-8.76;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1236.7;66.24;534.62;34.03;2.9;-0.03;0;377.96;-7.11;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1236.8;66.2;534.62;33.88;3.2;-0.04;0;378;-6.43;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1236.9;66.14;534.62;33.96;3;-0.22;0;378;-6.48;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1237;66.1;534.62;34.03;2.7;-0.13;0;378;-6.53;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1237.1;66.08;534.62;34.1;2.9;-0.03;0;378;-6.58;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1237.2;65.96;534.62;33.96;2.9;-0.23;0;378;-6.74;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1237.3;65.96;534.62;34.13;3.2;-0.11;0;378;-6.99;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1237.4;65.91;534.61;33.96;2.8;-0.15;0;378;-7.16;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1237.5;65.85;534.61;34.03;3.2;-0.4;0;378;-7.26;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1237.6;65.82;534.61;34.13;3;-0.29;0;378;-7.3;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1237.7;65.81;534.61;34.2;3;-0.02;0;378;-7.3;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1237.8;65.75;534.61;34.2;3.1;0.02;0;378;-7.39;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.34
1237.9;65.67;534.61;34.2;2.9;-0.06;0;378;-7.54;20;20;65.6;71.94;8;89.5;0;0;0.36;0;23.5;5;23.34
1238;65.63;534.61;34.2;3.1;-0.13;0;378.03;-7.34;20;20;65.6;71.84;8;89.5;0;0;0.36;0;23.5;5;23.34
1238.1;65.65;534.61;34.03;3;-0.12;0;378.08;-6.89;20;20;65.6;71.73;8;89.5;0;0;0.36;0;23.5;5;23.34
1238.2;65.56;534.61;33.88;2.9;-0.16;0;378.07;-6.84;20;20;65.6;71.63;8;89.5;0;0;0.36;0;23.5;5;23.34
1238.3;65.48;534.61;33.79;2.7;-0.23;0;378.02;-7.09;20;20;65.6;71.52;8;89.5;0;0;0.36;0;23.5;5;23.34
1238.4;65.46;534.61;33.65;2.4;-0.32;0;378.06;-6.74;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1238.5;65.44;534.61;33.73;2.4;-0.12;0;378.16;-5.94;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1238.6;65.34;534.61;33.46;2.2;-0.03;0;378.2;-5.89;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1238.7;65.32;534.61;33.4;3;-0.06;0;378.2;-6.39;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1238.8;65.23;534.61;33.4;2.3;-0.16;0;378.2;-6.49;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1238.9;65.2;534.61;33.4;2.2;-0.22;0;378.2;-6.29;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1239;65.11;534.61;33.4;2.3;-0.16;0;378.2;-6.23;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1239.1;65.03;534.61;33.4;2.2;-0.17;0;378.2;-6.28;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1239.2;64.97;534.61;33.73;2.3;-0.05;0;378.17;-6.47;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1239.3;64.94;534.61;33.88;2.6;-0.15;0;378.12;-6.77;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1239.4;64.9;534.61;34.2;3.2;-0.03;0;378.07;-7.27;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1239.5;64.85;534.61;34.58;2.9;-0.04;0;378.02;-7.92;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1239.6;64.82;534.61;35.21;3.2;-0.14;0;377.97;-8.6;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1239.7;64.74;534.61;35.73;3.7;-0.26;0;377.92;-9.3;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1239.8;64.7;534.61;36.14;4.2;-0.14;0;377.9;-9.57;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1239.9;64.61;534.61;36.45;4.7;-0.27;0;377.9;-9.52;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1240;64.6;534.61;36.56;5;-0.04;0;377.9;-9.67;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1240.1;64.6;534.61;36.38;5.3;-0.02;0;377.9;-9.97;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1240.2;64.54;534.61;36.27;4.5;-0.11;0;377.9;-9.99;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1240.3;64.47;534.61;36.38;4.7;-0.13;0;377.9;-9.79;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1240.4;64.43;534.6;36.27;5.3;-0.14;0;377.93;-9.47;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1240.5;64.47;534.6;36.2;4.7;-0.23;0;377.98;-9.07;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1240.6;64.4;534.6;36.11;4.5;0.17;0;378;-8.93;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1240.7;64.43;534.6;36.05;4.5;-0.02;0;378;-8.98;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1240.8;64.31;534.6;35.9;4.5;-0.04;0;378;-9.09;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1240.9;64.26;534.6;35.9;5;-0.29;0;378;-9.24;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1241;64.2;534.6;35.8;4;-0.04;0;378;-9.3;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1241.1;64.21;534.6;35.64;4;0.02;0;378;-9.3;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1241.2;64.22;534.6;34.2;4.5;-0.21;0;378.03;-8.87;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1241.3;64.13;534.6;32.87;4;-0.41;0;378.08;-8.12;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1241.4;64.18;534.6;32.72;3;-0.29;0;378.19;-6.94;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1241.5;64.02;534.6;32.03;2;-0.13;0;378.34;-5.44;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.34
1241.6;63.98;534.6;31.71;1;-0.34;0;378.43;-4.57;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.35
1241.7;64.01;534.6;30.37;0;-0.28;0;378.48;-4.17;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.37
1241.8;63.8;534.6;29.92;0.78;0.15;0;378.56;-3.14;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.38
1241.9;63.75;534.6;28.9;0;-0.23;0;378.66;-1.64;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.4
1242;63.69;534.6;26.96;-1.11;-0.04;0;378.93;2;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.42
1242.1;63.66;534.6;25.42;-5;-0.35;0;379.33;7.25;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.43
1242.2;63.47;534.6;25.09;-10.22;-0.34;0;379.61;10.24;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.45
1242.3;63.35;534.6;23.31;-10.22;-0.37;0;379.81;11.54;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.47
1242.4;63.26;534.6;21.45;-11;-0.14;0;380.04;13.76;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.48
1242.5;63.04;534.6;20.7;-13.55;-0.58;0;380.29;16.66;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.5
1242.6;62.84;534.6;20.7;-16.16;-0.37;0;380.54;19.3;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.5
1242.7;62.68;534.6;20.83;-17.05;-0.63;0;380.79;21.75;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.5
1242.8;62.46;534.6;21.3;-19.95;-0.7;0;380.9;22.43;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.5
1242.9;62.25;534.6;21.23;-18.78;-0.83;0;380.9;21.78;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.5
1243;62.08;534.6;21.15;-18.55;-0.61;0;380.9;21.67;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.5
1243.1;61.88;534.6;20.83;-18;-0.49;0;380.9;21.97;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.5
1243.2;61.71;534.6;20.83;-19.5;-0.51;0;380.96;22.67;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.5
1243.3;61.51;534.59;19.04;-19.45;-0.5;0;381.06;23.67;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.5
1243.4;61.38;534.59;16.27;-21.83;-0.59;0;381.41;27.45;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.5
1243.5;61.04;534.59;16.35;-26.16;-0.83;0;381.96;33.3;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.5
1243.6;60.82;534.59;16.28;-31.33;-0.85;0;382.26;36.4;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.5
1243.7;60.51;534.59;15.73;-31;-0.79;0;382.36;37.45;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.5
1243.8;60.25;534.59;15.02;-33;-0.88;0;382.51;38.93;20;20;65.6;71.5;8;89.5;0;0;0.36;0;23.5;5;23.5
1243.9;59.86;534.59;14.95;-34.72;-0.81;0;382.71;40.73;20;20;65.6;71.56;8;89.5;0;0;0.36;0;23.5;5;23.5
1244;59.67;534.59;15.1;-36.05;-0.82;0;382.77;40.9;20;20;65.6;71.66;8;89.5;0;0;0.36;0;23.5;5;23.5
1244.1;59.36;534.59;15.52;-35;-0.88;0;382.72;39.85;20;20;65.6;71.77;8;89.5;0;0;0.36;0;23.5;5;23.5
1244.2;59.02;534.59;15.96;-33.72;-0.75;0;382.64;38.23;20;20;65.6;71.87;8;89.5;0;0;0.36;0;23.5;5;23.5
1244.3;58.74;534.59;16.65;-32.22;-0.73;0;382.54;36.18;20;20;65.6;71.98;8;89.5;0;0;0.36;0;23.5;5;23.5
1244.4;58.48;534.59;16.8;-29.67;-0.76;0;382.41;34.44;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1244.5;58.17;534.59;17.28;-28.5;-0.93;0;382.26;32.94;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1244.6;57.88;534.59;17.36;-28.72;-0.79;0;382.2;32.13;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1244.7;57.62;534.59;17.13;-27.78;-0.71;0;382.2;31.83;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1244.8;57.4;534.59;17.13;-28.78;-0.89;0;382.2;31.64;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1244.9;57.14;534.59;17.13;-28.72;-0.71;0;382.2;31.54;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1245;56.81;534.59;17.19;-28.72;-0.8;0;382.2;31.39;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1245.1;56.62;534.59;17.28;-28.28;-0.55;0;382.2;31.19;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1245.2;56.43;534.59;17.28;-28.5;-0.8;0;382.17;30.76;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1245.3;56.12;534.59;17.53;-28;-0.76;0;382.12;30.16;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1245.4;55.88;534.59;18.46;-27.5;-0.69;0;382.01;28.7;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1245.5;55.68;534.59;18.62;-24.95;-0.68;0;381.86;26.6;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1245.6;55.37;534.59;18.91;-24;-0.65;0;381.74;24.7;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1245.7;55.16;534.59;20.86;-24;-0.62;0;381.64;22.95;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1245.8;54.96;534.59;23.04;-19.89;-0.5;0;381.31;18.99;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1245.9;54.77;534.59;24.89;-13.67;-0.53;0;380.81;13.39;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1246;54.64;534.59;26.44;-10.17;-0.2;0;380.43;8.8;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1246.1;54.53;534.59;28.03;-6;-0.19;0;380.13;4.95;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1246.2;54.53;534.58;29.75;-3.39;0.02;0;379.83;1.67;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1246.3;54.36;534.58;29.53;-0.45;-0.06;0;379.53;-1.18;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1246.4;54.24;534.58;29.53;0;-0.25;0;379.46;-1.86;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1246.5;54.24;534.58;29.21;-1.28;-0.32;0;379.56;-0.91;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1246.6;54.19;534.58;28.06;-1.5;-0.09;0;379.69;0.65;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1246.7;54.05;534.58;27.43;-3.05;-0.38;0;379.84;2.65;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1246.8;54.03;534.58;25.31;-5.28;-0.26;0;380.01;5.19;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1246.9;53.77;534.58;23.08;-7.22;-0.34;0;380.21;8.14;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1247;53.71;534.58;19.26;-12.05;-0.44;0;380.47;11.35;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1247.1;53.66;534.58;13.74;-14;-0.53;0;380.77;14.75;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1247.2;53.42;534.58;6.68;-18.72;-0.59;0;381.56;24.28;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1247.3;53.19;534.58;0.87;-30.45;-0.87;0;382.71;38.38;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1247.4;52.9;534.58;0;-47.28;-1.18;0;383.97;52.82;20;20;65.6;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1247.5;52.41;534.58;0;-63.17;-1.55;1;385.32;67.52;20;20;65.63;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1247.6;51.86;534.58;0;-79.16;-1.81;1;386.22;76.66;20;20;65.68;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1247.7;51.15;534.58;0;-86.5;-1.85;1;386.77;81.66;20;20;65.7;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1247.8;50.47;534.58;0;-83.74;-1.78;1;386.89;81.88;20;20;65.7;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1247.9;49.78;534.58;4.24;-83.51;-1.77;1;386.69;78.53;20;20;65.7;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1248;49.17;534.58;9.91;-78.47;-1.75;1;386.08;70.83;20;20;65.7;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1248.1;48.6;534.58;10.52;-66;-1.3;1;385.18;59.88;20;20;65.7;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1248.2;48.13;534.58;11.76;-54.75;-1.15;1;384.4;50.07;20;20;65.7;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1248.3;47.79;534.58;14.19;-45.49;-0.94;1;383.7;41.12;20;20;65.7;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1248.4;47.47;534.58;15.57;-39.49;-0.83;1;383.17;34.69;20;20;65.7;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1248.5;47.17;534.58;16.2;-32.99;-0.82;1;382.77;30.14;20;20;65.7;72;8;89.5;0;0;0.36;0;23.5;5;23.5
1248.6;46.83;534.58;16.44;-31.5;-0.8;1;382.57;28.11;20;20;65.7;72;8;89.5;0;0;0.36;0;23.5;5;23.5
