Time [s];Velocity [km/h];Elevation [m];Throttle [%];Motor Torque [Nm];Longitudinal Acceleration [m/s^2];Regenerative Braking Signal ;Battery Voltage [V];Battery Current [A];Battery Temperature [°C];max. Battery Temperature [°C];SoC [%];displayed SoC [%];min. SoC [%];max. SoC [%);Heating Power CAN [kW];Requested Heating Power [W];AirCon Power [kW];Heater Signal;Ambient Temperature [°C];Requested Coolant Temperature [°C];Heat Exchanger Temperature [°C];Cabin Temperature Sensor [°C];
541.2;87.85;582.18;0;-43;-1.27;0;392.6;73;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.28;
541.3;87.16;582.2;0;-43.23;-0.47;0;392.6;72.47;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.3;
541.4;86.47;582.22;0;-43.27;-1.38;0;392.6;72.02;27;28;82.15;95.5;8;90;0;0;0.88;1;27.5;85;5;32.32;
541.5;85.95;582.24;0;-43.23;-1.58;0;392.65;72.24;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.33;
541.6;85.64;582.26;5.7;-43.5;-1.23;0;392.7;72.49;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.33;
541.7;85.33;582.28;15.08;-43.5;-0.77;0;392.65;71.93;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.31;
541.8;84.89;582.3;15.43;-43.27;-1.07;0;392.6;71.33;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.3;
541.9;84.18;582.31;15.79;-43;-1.15;0;392.5;69.01;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.28;
542;83.92;582.33;18.48;-42.08;-0.92;0;392.4;66.61;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.26;
542.1;83.48;582.35;19.78;-35.62;-0.85;0;391.3;48.81;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.25;
542.2;83.05;582.37;19.9;-22.85;-0.62;0;390.15;30.26;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.23;
542.3;82.84;582.39;20.29;-15.77;-0.37;0;390;28.64;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.21;
542.4;82.68;582.41;22.38;-17.5;-0.44;0;389.9;27.84;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.2;
542.5;82.51;582.43;24.07;-15.23;-0.46;0;389.47;21.03;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.18;
542.6;82.29;582.45;25.17;-10.54;-0.45;0;389.02;13.93;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
542.7;82.14;582.47;26.49;-8;-0.36;0;388.76;10.41;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
542.8;82.06;582.49;26.9;-5.5;-0.35;0;388.51;7.06;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
542.9;81.9;582.51;27.53;-4.73;-0.29;0;388.36;4.99;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
543;81.76;582.53;27.96;-3.73;-0.29;0;388.21;2.99;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
543.1;81.67;582.55;29.95;-2.73;-0.23;0;388.01;0.04;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
543.2;81.58;582.57;31.63;-0.54;-0.23;0;387.81;-2.96;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
543.3;81.49;582.59;31.55;0;-0.3;0;387.8;-3.39;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
543.4;81.39;582.61;31.55;0;-0.28;0;387.8;-3.69;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
543.5;81.29;582.63;31.7;0;-0.18;0;387.75;-3.8;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
543.6;81.18;582.65;31.7;0;-0.2;0;387.7;-3.9;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
543.7;81.03;582.67;31.85;0;-0.26;0;387.7;-3.95;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
543.8;80.93;582.69;32.03;0;-0.17;0;387.7;-4;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
543.9;80.86;582.71;32.31;0;-0.2;0;387.7;-4.14;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
544;80.77;582.73;33.18;0;-0.23;0;387.7;-4.29;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
544.1;80.63;582.75;33.4;1.5;-0.15;0;387.65;-4.82;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
544.2;80.55;582.77;33.88;1.5;-0.15;0;387.6;-5.37;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
544.3;80.46;582.79;34.03;1.77;-0.24;0;387.6;-5.73;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
544.4;80.32;582.81;34.03;2;-0.21;0;387.6;-6.08;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
544.5;80.23;582.83;34.2;2;-0.21;0;387.55;-7.01;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
544.6;80.19;582.85;34.27;2.5;-0.19;0;387.5;-7.96;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
544.7;80.1;582.87;34.48;2.23;-0.14;0;387.45;-8.48;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
544.8;79.99;582.89;35.13;3;-0.13;0;387.4;-8.98;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
544.9;79.88;582.91;35.13;2.73;-0.15;0;387.35;-9.24;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
545;79.9;582.93;35.48;3;-0.08;0;387.3;-9.49;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
545.1;79.8;582.95;36.43;3.5;-0.07;0;387.25;-10.31;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
545.2;79.71;582.97;37.58;4;-0.14;0;387.2;-11.16;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
545.3;79.59;582.99;38.51;4.5;-0.21;0;387.15;-12.2;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
545.4;79.53;583.01;39.6;4.73;-0.16;0;387.1;-13.25;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
545.5;79.5;583.03;40.14;5.77;-0.13;0;387.05;-14.25;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
545.6;79.39;583.05;40.4;6.23;-0.13;0;387;-15.25;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
545.7;79.32;583.07;40.55;6.5;-0.12;0;387;-15.25;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
545.8;79.23;583.09;40.61;6.5;-0.06;0;387;-15.2;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
545.9;79.2;583.11;41;6.23;-0.03;0;386.95;-15.63;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
546;79.11;583.13;41.08;6.73;-0.09;0;386.9;-16.08;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
546.1;79.07;583.15;41.84;7;-0.05;0;386.85;-16.91;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
546.2;79.06;583.17;42.32;7.77;-0.02;0;386.8;-17.76;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
546.3;78.98;583.19;42.25;8.73;-0.01;0;386.7;-19.28;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
546.4;79;583.21;42.18;10;0;0;386.6;-20.83;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
546.5;78.96;583.23;41.93;10;0.05;0;386.6;-20.52;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.17;
546.6;78.91;583.25;41.86;9.5;-0.01;0;386.6;-20.12;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.16;
546.7;78.85;583.27;41.65;9.27;-0.03;0;386.65;-19.15;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.15;
546.8;78.79;583.29;41.65;8.5;0;0;386.7;-18.15;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.13;
546.9;78.75;583.31;41.33;8.5;0.02;0;386.75;-17.34;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.11;
547;78.73;583.33;40.77;7.23;0.03;0;386.8;-16.54;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.1;
547.1;78.68;583.35;39.63;7;-0.09;0;386.9;-15.17;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.08;
547.2;78.6;583.37;38.29;6;-0.09;0;387;-13.77;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.06;
547.3;78.59;583.39;38.23;5.27;-0.09;0;387.05;-13.22;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.05;
547.4;78.53;583.41;37.83;5;-0.09;0;387.1;-12.72;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.03;
547.5;78.46;583.43;37.06;4.77;-0.13;0;387.1;-12.22;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
547.6;78.36;583.45;35.99;4.5;-0.09;0;387.1;-11.72;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
547.7;78.27;583.47;35.21;3.77;-0.05;0;387.2;-10.51;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
547.8;78.22;583.49;34.28;3;-0.07;0;387.3;-9.26;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
547.9;78.13;583.51;33.2;2.5;-0.12;0;387.4;-8.01;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
548;78.05;583.53;31.81;1.5;-0.14;0;387.5;-6.76;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
548.1;78.01;583.55;30.08;0.5;-0.13;0;387.6;-5.37;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
548.2;77.9;583.57;30;0;-0.12;0;387.7;-3.97;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
548.3;77.76;583.59;30;0;-0.14;0;387.7;-3.85;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
548.4;77.75;583.61;29.85;0;-0.07;0;387.7;-3.8;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
548.5;77.59;583.63;29.85;0;-0.12;0;387.7;-3.75;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
548.6;77.53;583.65;29.85;0;-0.16;0;387.7;-3.7;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
548.7;77.44;583.67;29.85;0;-0.14;0;387.7;-3.65;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
548.8;77.32;583.69;30;0;-0.12;0;387.7;-3.6;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
548.9;77.21;583.71;30;0;-0.09;0;387.7;-3.55;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
549;77.11;583.73;30;0;-0.19;0;387.7;-3.5;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
549.1;76.99;583.75;30.18;0;-0.23;0;387.7;-3.64;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
549.2;76.91;583.77;30.45;0;-0.19;0;387.7;-3.79;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
549.3;76.82;583.79;31.38;0;-0.12;0;387.7;-4.23;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
549.4;76.73;583.81;32.23;0.27;-0.14;0;387.7;-4.68;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
549.5;76.61;583.83;34;0.73;-0.24;0;387.6;-5.8;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
549.6;76.51;583.85;35.09;1.5;-0.22;0;387.5;-6.95;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
549.7;76.43;583.87;36.43;2.46;-0.11;0;387.36;-9.48;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
549.8;76.38;583.89;37.37;4.5;-0.08;0;387.21;-12.08;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
549.9;76.3;583.91;37.75;4.27;-0.09;0;387.2;-12.49;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
550;76.21;583.93;37.9;5;-0.06;0;387.2;-12.79;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
550.1;76.11;583.95;37.82;5;-0.04;0;387.15;-12.9;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
550.2;76.08;583.97;38.38;5.23;-0.05;0;387.1;-13;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
550.3;76.01;583.98;38.53;5.23;-0.07;0;387.1;-13.1;27;28;82.2;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
550.4;75.94;584;38.53;5.5;-0.13;0;387.1;-13.2;27;28;82.15;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
550.5;75.9;584.02;38.68;5.77;-0.1;0;387.1;-13.44;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
550.6;75.9;584.04;38.83;5.73;-0.11;0;387.1;-13.69;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
550.7;75.82;584.06;38.9;6;-0.1;0;387.1;-13.89;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
550.8;75.74;584.08;39.22;5.73;-0.1;0;387.1;-14.09;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
550.9;75.71;584.1;39.6;6.23;-0.14;0;387.05;-14.34;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
551;75.64;584.12;40.14;6.5;-0.14;0;387;-14.59;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
551.1;75.62;584.14;40.3;6.77;-0.14;0;387;-15.03;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
551.2;75.55;584.16;40.4;7;-0.03;0;387;-15.48;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
551.3;75.43;584.18;40.55;7;-0.01;0;386.95;-15.69;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
551.4;75.39;584.2;40.55;7;0.02;0;386.9;-15.89;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
551.5;75.34;584.22;40.4;6.96;-0.06;0;386.95;-15.57;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
551.6;75.22;584.24;40.23;6.77;-0.11;0;387;-15.22;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
551.7;75.14;584.26;40.4;7;-0.06;0;387;-15.25;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
551.8;75.05;584.28;40.55;7;-0.01;0;387;-15.3;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
551.9;75;584.3;42.05;7.27;-0.05;0;386.9;-16.3;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
552;74.91;584.32;42.57;7.73;-0.1;0;386.8;-17.35;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
552.1;74.84;584.34;42.1;8.73;-0.07;0;386.75;-18.83;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
552.2;74.8;584.36;42.7;9.73;0.01;0;386.7;-20.33;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
552.3;74.74;584.38;42.64;10.5;0.01;0;386.6;-21.78;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
552.4;74.68;584.4;42.5;12;0.13;0;386.5;-23.23;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
552.5;74.64;584.42;42.77;12.5;0.1;0;386.45;-23.35;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
552.6;74.64;584.44;43.93;11.73;-0.01;0;386.4;-23.4;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
552.7;74.64;584.46;47.03;12.73;0.06;0;386.3;-25.07;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
552.8;74.63;584.48;48.3;13.73;0.05;0;386.2;-26.82;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
552.9;74.66;584.5;48.3;16.23;0.12;0;386.01;-29.62;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
553;74.63;584.52;48.3;17.46;0.09;0;385.81;-32.47;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
553.1;74.64;584.54;48.78;19;0.15;0;385.61;-35.51;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
553.2;74.64;584.56;49.37;22;0.18;0;385.41;-38.56;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
553.3;74.69;584.58;50.38;24;0.12;0;385.16;-42.51;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
553.4;74.8;584.6;52.3;27;0.17;0;384.91;-46.51;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
553.5;74.91;584.62;55.09;31.73;0.36;0;384.14;-58.38;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
553.6;75.01;584.64;56.5;38.64;0.55;0;383.34;-70.63;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
553.7;75.19;584.66;56.35;53.96;0.74;0;381.97;-91.12;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
553.8;75.46;584.68;56.35;65.54;0.83;0;380.57;-112.02;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
553.9;75.82;584.7;56.15;72.14;0.98;0;379.93;-121.01;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
554;76.19;584.72;55.61;76.41;1.01;0;379.33;-129.41;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
554.1;76.54;584.74;53.61;79.77;1.1;0;379.2;-130.37;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
554.2;76.91;584.76;51.32;79.27;1.19;0;379.1;-130.97;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
554.3;77.27;584.78;50.78;73.82;1.14;0;379.62;-121.8;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
554.4;77.6;584.8;50.95;67.81;1.01;0;380.17;-112.15;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
554.5;77.86;584.82;50.78;63.27;0.97;0;380.44;-107.6;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32.01;
554.6;78.11;584.84;50.56;61.27;0.92;0;380.69;-103.3;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;32;
554.7;78.41;584.86;50.08;58.77;0.84;0;380.89;-99.48;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;31.98;
554.8;78.69;584.88;49.09;57.04;0.8;0;381.09;-95.68;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;31.96;
554.9;78.96;584.9;48.45;53.09;0.78;0;381.48;-89.59;27;28;82.1;95.5;8;90;0;0;0.88;1;27.5;85;5;31.95;
555;79.14;584.92;47.92;49.36;0.7;0;381.88;-83.39;27;28;82.05;95.5;8;90;0;0;0.88;1;27.5;85;5;31.93;
555.1;79.31;584.94;47.23;45.27;0.6;0;382.28;-77.29;27;28;82;95.5;8;90;0;0;0.88;1;27.5;85;5;31.91;
555.2;79.47;584.96;46.21;41.54;0.5;0;382.68;-71.19;27;28;82;95.5;8;90;0;0;0.88;1;27.5;85;5;31.9;
555.3;79.55;584.98;45.37;37.09;0.49;0;383.08;-64.61;27;28;82;95.5;8;90;0;0;0.88;1;27.5;85;5;31.88;
555.4;79.66;585;45.03;34.04;0.35;0;383.48;-58.01;27;28;82;95.5;8;90;0;0;0.88;1;27.5;85;5;31.86;
555.5;79.76;585.02;44.82;30.5;0.33;0;383.79;-54.17;27;28;82;95.5;8;90;0;0;0.88;1;27.5;85;5;31.85;
555.6;79.84;585.04;44.28;28.27;0.24;0;384.09;-50.47;27;28;82;95.5;8;90;0;0;0.89;1;27.5;85;5;31.84;
555.7;79.88;585.06;44.1;26.77;0.28;0;384.34;-46.82;27;28;82;95.5;8;90;0;0;0.9;1;27.5;85;5;31.84;
555.8;79.94;585.08;44.1;24.27;0.33;0;384.59;-43.17;27;28;82;95.5;8;90;0;0;0.91;1;27.5;85;5;31.84;
555.9;79.96;585.1;44.02;22.5;0.26;0;384.7;-41.14;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
556;80.04;585.12;44.03;21.77;0.13;0;384.8;-39.19;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
556.1;80;585.14;43.78;20.5;0.07;0;384.9;-37.91;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
556.2;80.02;585.16;43.85;19.73;0.1;0;385;-36.66;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
556.3;80.05;585.18;43.95;18.5;0.12;0;385.1;-34.88;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
556.4;80.05;585.2;44.18;17.5;0.07;0;385.2;-33.08;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
556.5;80.03;585.22;44.81;16.5;0.02;0;385.25;-32.95;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
556.6;80.01;585.24;45.64;17;0.09;0;385.3;-32.9;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
556.7;80.06;585.26;46.6;17.73;0.1;0;385.2;-34.57;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
556.8;80.06;585.28;46.6;18.73;0.15;0;385.1;-36.32;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
556.9;80.05;585.3;46.45;19.96;0.15;0;385;-37.78;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
557;80.09;585.32;46.45;21;0.09;0;384.9;-39.23;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
557.1;80.12;585.34;46.45;21.73;0.23;0;384.85;-40.11;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
557.2;80.19;585.36;46.6;22;0.28;0;384.8;-40.96;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
557.3;80.24;585.38;46.88;22;0.24;0;384.75;-41.52;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
557.4;80.28;585.4;48.76;22.23;0.32;0;384.7;-42.07;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
557.5;80.29;585.42;50.61;23.77;0.22;0;384.51;-45.48;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
557.6;80.33;585.44;51.02;26;0.19;0;384.31;-49.03;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
557.7;80.39;585.46;50.95;29.23;0.34;0;383.97;-53.39;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
557.8;80.44;585.48;50.78;31.23;0.38;0;383.62;-57.79;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
557.9;80.55;585.5;50.63;33.5;0.38;0;383.41;-60.76;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
558;80.64;585.52;50.48;34.96;0.4;0;383.21;-63.66;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
558.1;80.78;585.54;50.48;36;0.36;0;383.1;-65.13;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
558.2;80.92;585.56;50.3;36.96;0.44;0;383;-66.53;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
558.3;81.03;585.58;49.87;38;0.51;0;382.9;-68.08;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
558.4;81.12;585.6;48.24;39.5;0.4;0;382.8;-69.63;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
558.5;81.23;585.62;47.23;38.27;0.43;0;382.94;-66.74;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
558.6;81.37;585.64;46.53;36;0.5;0;383.09;-63.64;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
558.7;81.44;585.66;45.12;33.5;0.31;0;383.39;-59.11;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
558.8;81.51;585.67;44.51;30.27;0.33;0;383.69;-54.51;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
558.9;81.6;585.69;44.34;27.54;0.2;0;383.99;-50.34;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
559;81.67;585.71;44.2;25.27;0.11;0;384.29;-46.19;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
559.1;81.7;585.73;43.95;23.54;0.24;0;384.44;-43.33;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
559.2;81.73;585.75;43.65;21.5;0.28;0;384.59;-40.53;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
559.3;81.78;585.77;43.65;20.5;0.19;0;384.7;-39.07;27;28;82;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
559.4;81.81;585.79;43.5;19.5;0.09;0;384.8;-37.67;27;28;81.95;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
559.5;81.78;585.81;43.65;18.77;0.05;0;384.94;-35.88;27;28;81.9;95.5;8;90;0;0;0.92;1;27.5;85;5;31.84;
559.6;81.82;585.83;43.87;17.5;0;0;385.09;-34.08;27;28;81.9;95.5;8;90;0;0;0.92;1;27.5;85;5;31.83;
559.7;81.79;585.85;44.02;16.5;0.07;0;385.2;-32.67;27;28;81.9;95.5;8;90;0;0;0.92;1;27.5;85;5;31.81;
559.8;81.81;585.87;43.95;16;0.06;0;385.3;-31.27;27;28;81.9;95.5;8;90;0;0;0.92;1;27.5;85;5;31.8;
559.9;81.79;585.89;43.78;14.5;0.03;0;385.4;-29.67;27;28;81.9;95.5;8;90;0;0;0.92;1;27.5;85;5;31.78;
